ID,DriverTenure,FleetRole,DriverType,DO,WorkingHours,AVGTicket,Cost,LoadFactor,FrequentMoment,CorpProd,FrequentZone,Churn
3973,7-12 months,DWC,Reactivated,96,59.05,230.02,17962,0.7177,HDM,YES,HDZ,NO
3974,7-12 months,DWC,Recurrent,5,3.37,235.83,846,0.8319,HDM,NO,HDZ,YES
3975,3 - 6 months,DWC,Reactivated,23,17.86,284.85,4804,0.6777,HDM,NO,HDZ,NO
3976,1 - 2 months,DWOC,Recurrent,242,147.4,246.45,44407,0.8411,HDM,YES,HDZ,NO
3977,1 - 2 months,DWC,New,3,2.61,122.49,352,0.585,HDM,NO,LDZ,YES
3978,1 - 2 months,DWC,New,9,6.48,246.4,1996,0.7323,LDM,NO,HDZ,NO
3979,More than 12 months,DWC,Recurrent,191,128.85,245.4,35000,0.7043,HDM,YES,HDZ,NO
3980,More than 12 months,DWC,Recurrent,49,42.65,244.86,9758,0.4718,LDM,YES,HDZ,NO
3981,1 - 2 months,DWC,Recurrent,44,26.5,196.25,7837,0.6426,HDM,NO,HDZ,NO
3982,3 - 6 months,DWC,Recurrent,114,55.91,239.25,19888,0.746,HDM,NO,HDZ,NO
3983,1 - 2 months,DWC,New,3,8.97,142.7,412,0.1598,HDM,NO,LDZ,YES
3984,3 - 6 months,DWC,Recurrent,17,45.09,211.54,3484,0.2455,HDM,NO,LDZ,YES
3985,More than 12 months,DWC,Recurrent,27,35.45,424.67,8837,0.501,HDM,YES,HDZ,YES
3986,7-12 months,DWC,Recurrent,3,2.31,283.94,769,0.7835,HDM,NO,HDZ,NO
3987,1 - 2 months,DWOC,Recurrent,40,18.54,295.2,8717,0.8131,HDM,YES,HDZ,YES
3988,1 - 2 months,DWC,Recurrent,206,142.4,372.03,57149,0.7698,HDM,YES,HDZ,NO
3989,7-12 months,DWC,Recurrent,224,339.72,658.97,111032,0.4661,HDM,YES,HDZ,NO
3990,1 - 2 months,DWC,New,3,4.2,289.28,648,0.2895,HDM,NO,HDZ,NO
3991,7-12 months,DWC,Recurrent,7,3.07,116.31,584,0.5107,HDM,NO,HDZ,YES
3992,3 - 6 months,DWC,Recurrent,19,12.59,180.88,3295,0.5581,HDM,NO,HDZ,YES
3993,7-12 months,DWC,Recurrent,152,95.46,238.03,29180,0.6613,HDM,NO,HDZ,YES
3994,3 - 6 months,DWC,Recurrent,10,20.2,222.86,2211,0.3273,HDM,NO,LDZ,YES
3995,More than 12 months,DWC,Recurrent,112,94.98,293.61,25120,0.681,HDM,YES,HDZ,YES
3996,1 - 2 months,DWC,New,3,1.47,78.79,226,0.787,HDM,NO,LDZ,YES
3997,1 - 2 months,DWC,New,43,44.84,191.4,7495,0.3857,LDM,NO,LDZ,YES
3998,More than 12 months,DWC,Recurrent,204,132.42,270.93,42329,0.7031,HDM,YES,HDZ,NO
3999,3 - 6 months,DWC,Recurrent,146,72.68,264.73,28204,0.8221,HDM,YES,HDZ,NO
4000,3 - 6 months,DWC,Recurrent,55,32.52,201.81,7982,0.727,HDM,NO,HDZ,YES
4001,1 - 2 months,DWC,Recurrent,3,2.36,80.5,231,0.3303,HDM,NO,HDZ,YES
4002,7-12 months,DWOC,Recurrent,295,219.88,291.89,64703,0.6157,HDM,YES,HDZ,NO
4003,1 - 2 months,DWC,Recurrent,238,130.77,263.25,45895,0.7123,HDM,YES,HDZ,YES
4004,1 - 2 months,DWC,New,18,13.21,234.56,4044,0.6429,HDM,NO,LDZ,NO
4005,7-12 months,DWC,Reactivated,4,10.07,311.65,1066,0.2208,HDM,NO,HDZ,YES
4006,3 - 6 months,DWOC,Recurrent,50,24.53,261.5,9838,0.8689,HDM,YES,HDZ,YES
4007,1 - 2 months,DWC,New,2,3.9,246.19,473,0.2224,HDM,NO,LDZ,YES
4008,3 - 6 months,DWC,Recurrent,45,84.57,150.64,5602,0.1455,LDM,NO,HDZ,NO
4009,1 - 2 months,DWC,Recurrent,1,0.65,295.71,286,0.9697,HDM,NO,HDZ,YES
4010,3 - 6 months,DWC,Recurrent,3,18.67,223.63,500,0.0651,HDM,NO,HDZ,YES
4011,1 - 2 months,DWC,New,1,1.75,683.39,490,0.5466,HDM,NO,HDZ,YES
4012,7-12 months,DWC,Recurrent,86,384.27,698.4,48949,0.164,HDM,YES,LDZ,NO
4013,3 - 6 months,DWC,Recurrent,32,19.31,219.83,5329,0.5829,LDM,NO,HDZ,YES
4014,7-12 months,DWC,Recurrent,3,2.29,172.3,375,0.416,HDM,NO,HDZ,YES
4015,More than 12 months,DWC,Recurrent,14,10.48,281.95,3093,0.6594,HDM,NO,HDZ,NO
4016,7-12 months,DWC,Recurrent,247,213.07,391.12,72668,0.6426,HDM,YES,HDZ,NO
4017,1 - 2 months,DWC,New,4,9.42,101.65,464,0.2364,HDM,NO,LDZ,YES
4018,1 - 2 months,DWC,Recurrent,14,13.06,166.99,2287,0.5478,LDM,NO,LDZ,YES
4019,1 - 2 months,DWC,Recurrent,17,13.03,229.13,3611,0.5774,HDM,NO,HDZ,YES
4020,1 - 2 months,DWC,New,8,5.72,146.85,1124,0.5663,LDM,NO,LDZ,YES
4021,7-12 months,DWC,Recurrent,461,274.94,295.56,101203,0.7837,HDM,YES,HDZ,NO
4022,7-12 months,DWC,Recurrent,23,32.32,256.69,4246,0.3351,HDM,NO,HDZ,NO
4023,1 - 2 months,DWC,New,4,4.67,123.19,472,0.4464,HDM,NO,HDZ,YES
4024,3 - 6 months,DWC,Recurrent,70,30.08,147.5,9580,0.7162,HDM,NO,LDZ,NO
4025,1 - 2 months,DWC,Recurrent,1,0.8,317,305,0.5598,HDM,NO,LDZ,YES
4026,More than 12 months,DWC,Recurrent,503,280.41,292.15,108355,0.7737,HDM,YES,HDZ,NO
4027,1 - 2 months,DWC,New,1,1.4,141.5,135,0.3225,LDM,NO,HDZ,YES
4028,1 - 2 months,DWC,New,48,45.1,189.26,8000,0.5004,HDM,NO,LDZ,NO
4029,More than 12 months,DWC,Recurrent,53,34.74,310.32,12213,0.7926,HDM,YES,HDZ,NO
4030,More than 12 months,DWC,Recurrent,95,70.02,199.81,17507,0.6135,LDM,NO,LDZ,NO
4031,3 - 6 months,DWC,Recurrent,421,269.08,269.21,83459,0.7829,HDM,YES,HDZ,NO
4032,1 - 2 months,DWC,Recurrent,2,1.02,271.79,390,0.8171,HDM,NO,LDZ,YES
4033,7-12 months,DWOC,Reactivated,267,168.52,270.53,55501,0.7945,HDM,YES,HDZ,NO
4034,More than 12 months,DWC,Recurrent,193,170.11,335.01,48924,0.5909,HDM,YES,HDZ,NO
4035,1 - 2 months,DWC,New,7,8.77,180.26,1210,0.3358,HDM,NO,HDZ,YES
4036,3 - 6 months,DWC,Recurrent,2,1.05,308.5,452,0.9117,HDM,NO,HDZ,YES
4037,1 - 2 months,DWC,New,1,1.55,525.81,510,0.5283,LDM,NO,HDZ,YES
4038,1 - 2 months,DWC,Recurrent,211,104.47,269.68,42886,0.7134,HDM,YES,HDZ,YES
4039,7-12 months,DWC,Recurrent,250,131.77,283.75,53766,0.7047,LDM,NO,HDZ,NO
4040,7-12 months,DWC,Recurrent,118,79.14,294.03,26254,0.7747,HDM,YES,HDZ,NO
4041,More than 12 months,DWC,Recurrent,120,75.06,302.38,27058,0.7377,HDM,YES,HDZ,NO
4042,More than 12 months,DWC,Recurrent,174,100.71,275.06,35306,0.863,HDM,YES,HDZ,NO
4043,1 - 2 months,DWC,New,1,0.46,106.54,102,0.49370000000000003,LDM,NO,LDZ,YES
4044,1 - 2 months,DWOC,New,13,12.87,215.34,2244,0.469,HDM,NO,HDZ,YES
4045,More than 12 months,DWC,Recurrent,162,112.05,274.71,34766,0.6831,HDM,NO,HDZ,NO
4046,3 - 6 months,DWC,Recurrent,31,12.55,151.6,3422,0.5887,HDM,NO,HDZ,YES
4047,More than 12 months,DWC,Reactivated,1,0.91,176.5,169,0.5206,HDM,NO,HDZ,YES
4048,3 - 6 months,DWOC,Recurrent,186,122.66,262.25,36100,0.7343,HDM,NO,HDZ,YES
4049,3 - 6 months,DWC,Recurrent,13,4.87,207.35,1960,0.7161,HDM,NO,HDZ,YES
4050,1 - 2 months,DWC,New,20,13.73,229.5,3334,0.7081,LDM,NO,HDZ,YES
4051,More than 12 months,DWC,Recurrent,7,11.46,296.02,1494,0.3118,HDM,NO,HDZ,NO
4052,3 - 6 months,DWC,Recurrent,70,86.2,412.54,22372,0.4836,HDM,YES,HDZ,NO
4053,7-12 months,DWC,Recurrent,48,32.05,336.6,11892,0.7319,HDM,YES,HDZ,NO
4054,3 - 6 months,DWC,Reactivated,92,66.99,262.92,17616,0.738,HDM,NO,HDZ,NO
4055,More than 12 months,DWC,Reactivated,122,83.43,270.24,25967,0.6758,HDM,YES,HDZ,NO
4056,7-12 months,DWC,Recurrent,199,136.47,313.4,46884,0.8291,HDM,YES,HDZ,NO
4057,1 - 2 months,DWC,Recurrent,142,96.01,291.76,30981,0.727,HDM,YES,HDZ,NO
4058,1 - 2 months,DWC,Recurrent,98,71.79,322.57,23429,0.7935,HDM,YES,HDZ,NO
4059,7-12 months,DWC,Reactivated,6,4.41,715.7,3099,0.6952,HDM,NO,HDZ,NO
4060,3 - 6 months,DWC,Recurrent,68,54.87,218.04,13754,0.6398,HDM,NO,LDZ,NO
4061,3 - 6 months,DWC,Recurrent,12,7.32,284.4,2471,0.7872,HDM,NO,HDZ,YES
4062,More than 12 months,DWC,Recurrent,203,141.11,315.68,48003,0.7971,HDM,YES,HDZ,NO
4063,1 - 2 months,DWC,Recurrent,247,132.76,251.94,45091,0.7478,HDM,NO,HDZ,NO
4064,3 - 6 months,DWC,Recurrent,58,68.32,261.82,14763,0.5289,HDM,NO,LDZ,NO
4065,1 - 2 months,DWC,New,6,5.66,109.91,631,0.451,HDM,NO,LDZ,YES
4066,3 - 6 months,DWOC,Recurrent,260,148.18,309.45,59005,0.8102,HDM,YES,HDZ,NO
4067,More than 12 months,DWC,Recurrent,37,16.96,262.23,7158,0.774,LDM,NO,HDZ,YES
4068,1 - 2 months,DWC,New,4,9.5,247.52,1025,0.2489,HDM,NO,HDZ,YES
4069,1 - 2 months,DWC,New,4,3.41,399.03,1542,0.8903,HDM,NO,HDZ,YES
4070,1 - 2 months,DWC,New,7,4.38,175.82,950,0.6881,HDM,NO,LDZ,YES
4071,3 - 6 months,DWC,Recurrent,85,94.74,439.53,28535,0.6206,HDM,YES,HDZ,NO
4072,7-12 months,DWC,Recurrent,75,42.17,266.54,15262,0.6702,LDM,NO,HDZ,NO
4073,1 - 2 months,DWC,New,3,4.54,137.5,395,0.2866,LDM,NO,HDZ,YES
4074,3 - 6 months,DWC,Recurrent,3,4.83,281.77,678,0.3234,HDM,NO,HDZ,YES
4075,1 - 2 months,DWC,New,2,5.63,419.41,761,0.2984,HDM,NO,LDZ,YES
4076,1 - 2 months,DWOC,Recurrent,7,5.81,253.32,1310,0.5984,LDM,YES,HDZ,YES
4077,3 - 6 months,DWC,Recurrent,1,1.64,101,97,0.1617,HDM,NO,HDZ,YES
4078,1 - 2 months,DWOC,New,85,60.26,225.87,14476,0.6692,HDM,YES,HDZ,NO
4079,1 - 2 months,DWOC,Recurrent,297,207.12,303.92,68213,0.7502,HDM,YES,HDZ,NO
4080,3 - 6 months,DWC,Recurrent,62,50.44,285.64,13432,0.6894,HDM,YES,HDZ,YES
4081,1 - 2 months,DWC,New,35,32.19,182.1,5138,0.4546,HDM,NO,HDZ,NO
4082,1 - 2 months,DWC,New,5,3.62,128.33,526,0.5879,HDM,NO,HDZ,YES
4083,1 - 2 months,DWC,New,10,12.31,251.83,2419,0.3722,HDM,NO,LDZ,YES
4084,1 - 2 months,DWC,New,10,10.95,185.97,1585,0.4824,HDM,NO,HDZ,YES
4085,3 - 6 months,DWC,Recurrent,11,5.68,195.52,1814,0.6892,LDM,NO,HDZ,YES
4086,1 - 2 months,DWC,New,1,0.77,128.4,123,0.2744,LDM,NO,HDZ,YES
4087,7-12 months,DWC,Recurrent,432,220.04,265.07,83853,0.7641,HDM,NO,HDZ,NO
4088,7-12 months,DWC,Reactivated,1,0.42,116,111,0.8823,HDM,NO,HDZ,YES
4089,More than 12 months,DWC,Recurrent,8,5.57,211.77,1297,0.6109,HDM,NO,HDZ,YES
4090,1 - 2 months,DWC,New,2,1.66,232.52,445,0.6581,HDM,NO,LDZ,YES
4091,1 - 2 months,DWC,Recurrent,94,90.23,211.18,14724,0.5068,HDM,NO,HDZ,YES
4092,More than 12 months,DWC,Recurrent,80,60.07,217.45,13525,0.4261,LDM,NO,HDZ,NO
4093,7-12 months,DWC,Recurrent,75,57.7,249.83,13983,0.806,HDM,YES,HDZ,NO
4094,More than 12 months,DWC,Recurrent,257,180.35,329.89,68048,0.7096,HDM,YES,HDZ,NO
4095,7-12 months,DWC,Recurrent,72,61.41,357.17,19887,0.7208,HDM,YES,HDZ,NO
4096,1 - 2 months,DWC,New,23,17.83,307.86,5283,0.7382,HDM,NO,HDZ,NO
4097,7-12 months,DWC,Recurrent,79,52.73,310.21,17900,0.8258,HDM,YES,HDZ,NO
4098,More than 12 months,DWC,Recurrent,104,73.22,281.57,21556,0.7216,HDM,YES,HDZ,NO
4099,1 - 2 months,DWC,New,8,6.22,331.84,2409,0.5986,LDM,NO,LDZ,YES
4100,1 - 2 months,DWC,New,24,21.24,205.85,4336,0.6826,HDM,NO,HDZ,YES
4101,3 - 6 months,DWC,Recurrent,144,100.62,290.8,33267,0.7359,HDM,YES,HDZ,NO
4102,3 - 6 months,DWOC,Recurrent,122,95.59,166.36,19329,0.6617,HDM,NO,HDZ,NO
4103,More than 12 months,DWC,Recurrent,66,85.24,461.66,24089,0.4603,HDM,YES,HDZ,NO
4104,More than 12 months,DWC,Recurrent,73,114.74,640.01,36066,0.5029,HDM,YES,HDZ,NO
4105,3 - 6 months,DWC,Recurrent,43,25.07,238.12,7376,0.7422,HDM,NO,HDZ,YES
4106,More than 12 months,DWC,Recurrent,153,121.88,327.16,38833,0.6978,HDM,YES,HDZ,NO
4107,3 - 6 months,DWC,Recurrent,11,4.94,215.77,1706,0.8409,LDM,YES,HDZ,NO
4108,7-12 months,DWC,Reactivated,4,2.66,343.53,1447,0.8181,LDM,NO,HDZ,YES
4109,1 - 2 months,DWC,New,12,31.13,265.76,2581,0.2627,HDM,NO,HDZ,NO
4110,More than 12 months,DWC,Recurrent,7,18.23,152.18,841,0.1258,HDM,NO,HDZ,NO
4111,1 - 2 months,DWC,New,3,8.07,177.03,413,0.2155,HDM,NO,HDZ,YES
4112,7-12 months,DWOC,Recurrent,3,4.04,386.28,964,0.4516,HDM,NO,HDZ,YES
4113,1 - 2 months,DWC,Recurrent,224,145.6,283.56,47227,0.64,LDM,YES,HDZ,NO
4114,More than 12 months,DWC,Recurrent,334,324.33,452.75,114377,0.648,HDM,YES,HDZ,NO
4115,1 - 2 months,DWC,New,7,5.95,133.93,976,0.3995,HDM,NO,LDZ,YES
4116,1 - 2 months,DWC,Recurrent,4,3.63,142.22,495,0.3986,HDM,NO,LDZ,YES
4117,1 - 2 months,DWC,New,9,9.98,142.98,1150,0.5922,HDM,NO,HDZ,YES
4118,More than 12 months,DWC,Recurrent,67,47.48,279.02,15348,0.7827,HDM,NO,HDZ,YES
4119,7-12 months,DWC,Recurrent,7,5.22,217.31,1096,0.583,LDM,NO,HDZ,NO
4120,1 - 2 months,DWC,New,5,3.47,348.33,1263,0.8272,HDM,NO,HDZ,YES
4121,1 - 2 months,DWC,Recurrent,1,0.98,78.38,75,0.2196,LDM,NO,LDZ,YES
4122,1 - 2 months,DWC,New,3,24.97,164.49,399,0.056,HDM,NO,HDZ,YES
4123,7-12 months,DWC,Recurrent,329,202.57,247.64,59970,0.727,HDM,NO,HDZ,NO
4124,1 - 2 months,DWC,New,22,13.44,148.97,3144,0.5745,HDM,NO,LDZ,YES
4125,1 - 2 months,DWC,New,27,25.37,233.99,5351,0.46,HDM,NO,HDZ,NO
4126,1 - 2 months,DWC,Recurrent,24,21.25,140.83,3180,0.4964,HDM,NO,LDZ,YES
4127,3 - 6 months,DWC,Reactivated,12,5.64,313.18,2710,0.79,LDM,NO,HDZ,YES
4128,1 - 2 months,DWC,New,58,35.38,305.37,13691,0.7701,HDM,YES,HDZ,YES
4129,1 - 2 months,DWC,New,15,13.61,134.35,2079,0.3718,HDM,NO,LDZ,YES
4130,1 - 2 months,DWC,Recurrent,8,23.05,166.38,1033,0.1118,HDM,NO,HDZ,YES
4131,7-12 months,DWC,Reactivated,55,77.61,233.48,11389,0.3203,LDM,NO,LDZ,YES
4132,1 - 2 months,DWC,Recurrent,26,21.07,144.7,3453,0.5206,HDM,NO,HDZ,NO
4133,7-12 months,DWC,Recurrent,155,90.38,234.2,26255,0.7355,HDM,NO,HDZ,NO
4134,7-12 months,DWC,Recurrent,71,56.36,218.07,13007,0.4867,HDM,NO,HDZ,NO
4135,1 - 2 months,DWOC,Recurrent,146,95.15,218.09,23357,0.5519,HDM,YES,HDZ,YES
4136,1 - 2 months,DWC,New,39,36.67,154.73,6052,0.4549,HDM,NO,LDZ,NO
4137,1 - 2 months,DWC,New,124,84.85,285.8,27817,0.7177,HDM,NO,HDZ,NO
4138,1 - 2 months,DWC,New,20,14.89,222.64,3386,0.5,LDM,NO,HDZ,YES
4139,1 - 2 months,DWC,Recurrent,2,1.77,39.75,76,0.5051,HDM,NO,LDZ,YES
4140,3 - 6 months,DWC,Recurrent,387,233.3,254.95,72129,0.7529,HDM,NO,HDZ,NO
4141,7-12 months,DWC,Reactivated,1,1.04,149.27,143,0.5577,LDM,NO,LDZ,YES
4142,3 - 6 months,DWOC,Recurrent,311,174.99,255.69,60738,0.7847,HDM,NO,HDZ,NO
4143,More than 12 months,DWC,Recurrent,189,102.29,286.62,39917,0.8346,HDM,YES,HDZ,NO
4144,3 - 6 months,DWC,Reactivated,1,0.24,324.66,325,0.6411,LDM,NO,LDZ,YES
4145,3 - 6 months,DWC,Recurrent,2,1.46,134.93,258,0.576,HDM,NO,LDZ,YES
4146,1 - 2 months,DWC,New,2,3.26,102.57,196,0.2148,HDM,NO,LDZ,YES
4147,1 - 2 months,DWC,New,11,9.51,117.79,972,0.3903,LDM,NO,HDZ,YES
4148,3 - 6 months,DWOC,Recurrent,432,279.13,267.73,87413,0.7421,HDM,YES,HDZ,NO
4149,3 - 6 months,DWC,Recurrent,391,249.87,263.21,82940,0.7056,LDM,NO,HDZ,NO
4150,1 - 2 months,DWC,New,7,4.25,215.93,1087,0.734,HDM,NO,HDZ,YES
4151,More than 12 months,DWC,Recurrent,2,1.81,75.5,145,0.1716,LDM,NO,LDZ,YES
4152,More than 12 months,DWC,Recurrent,132,99.69,260.15,26715,0.671,HDM,YES,HDZ,NO
4153,1 - 2 months,DWC,Recurrent,24,9.56,89.93,2076,0.5288,LDM,NO,HDZ,YES
4154,1 - 2 months,DWC,New,2,5.53,152.98,220,0.101,HDM,NO,HDZ,YES
4155,More than 12 months,DWC,Recurrent,17,12.05,293.59,3636,0.8039,HDM,YES,HDZ,NO
4156,7-12 months,DWC,Recurrent,178,108.23,220.77,29076,0.6909,HDM,NO,HDZ,NO
4157,1 - 2 months,DWC,Recurrent,105,112.63,138.8,13956,0.3464,HDM,NO,LDZ,NO
4158,1 - 2 months,DWC,Recurrent,1,20.28,78.69,75,0.0299,HDM,NO,LDZ,YES
4159,1 - 2 months,DWC,Recurrent,4,18.56,243.12,826,0.111,HDM,NO,HDZ,YES
4160,7-12 months,DWC,Recurrent,4,6.22,93.56,358,0.1643,HDM,NO,LDZ,YES
4161,7-12 months,DWC,Recurrent,39,45.95,435.25,14221,0.5916,HDM,YES,LDZ,YES
4162,More than 12 months,DWC,Recurrent,88,72.97,294.31,20536,0.6464,HDM,YES,HDZ,NO
4163,7-12 months,DWC,Recurrent,13,9.06,248.65,2466,0.4983,LDM,NO,HDZ,YES
4164,1 - 2 months,DWC,New,8,6.31,169.95,1107,0.4403,HDM,NO,LDZ,YES
4165,More than 12 months,DWC,Recurrent,217,153.64,305.63,48880,0.703,HDM,YES,HDZ,NO
4166,3 - 6 months,DWC,Recurrent,8,29.54,166.13,1020,0.0928,HDM,NO,HDZ,NO
4167,1 - 2 months,DWC,Recurrent,8,4.53,264.43,1954,0.7047,LDM,NO,HDZ,YES
4168,More than 12 months,DWC,Recurrent,368,228.22,324.55,89812,0.6785,HDM,YES,HDZ,NO
4169,More than 12 months,DWC,Recurrent,213,136.24,285.54,44532,0.8422,HDM,YES,HDZ,NO
4170,1 - 2 months,DWC,New,4,2.59,143.66,550,0.5387,HDM,NO,LDZ,YES
4171,3 - 6 months,DWC,Reactivated,83,45.32,246.93,15328,0.7692,HDM,NO,HDZ,YES
4172,1 - 2 months,DWC,New,2,5.21,78.84,113,0.1233,LDM,NO,HDZ,YES
4173,3 - 6 months,DWC,Recurrent,24,13.44,230.7,4170,0.7765,HDM,NO,HDZ,NO
4174,3 - 6 months,DWC,Recurrent,36,27.74,270.23,8760,0.7391,HDM,NO,HDZ,YES
4175,1 - 2 months,DWC,New,11,8.35,353.8,2840,0.557,HDM,NO,HDZ,NO
4176,More than 12 months,DWC,Recurrent,188,163.55,387.09,55774,0.7109,HDM,YES,HDZ,NO
4177,7-12 months,DWC,Recurrent,3,1.32,91.79,264,0.517,LDM,NO,HDZ,NO
4178,7-12 months,DWC,Recurrent,36,43.39,277.38,7754,0.4254,HDM,YES,HDZ,NO
4179,1 - 2 months,DWC,Recurrent,10,5.68,260.43,1893,0.7346,HDM,NO,HDZ,YES
4180,1 - 2 months,DWC,New,2,3.01,85.81,164,0.1266,HDM,NO,LDZ,YES
4181,1 - 2 months,DWC,New,7,13.27,162.3,933,0.1963,HDM,NO,HDZ,NO
4182,7-12 months,DWC,Recurrent,99,68.87,268.95,20739,0.6212,LDM,YES,HDZ,NO
4183,1 - 2 months,DWC,New,2,4.02,204.59,394,0.2215,HDM,NO,LDZ,YES
4184,7-12 months,DWC,Recurrent,18,15.43,257.63,4447,0.5955,HDM,NO,HDZ,NO
4185,More than 12 months,DWC,Recurrent,128,102.86,308.9,30341,0.6365,HDM,YES,HDZ,NO
4186,1 - 2 months,DWC,Recurrent,1,0.57,141.06,135,0.963,HDM,NO,LDZ,YES
4187,3 - 6 months,DWC,Recurrent,5,2.28,172.4,777,0.8358,HDM,NO,LDZ,NO
4188,1 - 2 months,DWC,New,1,0.92,397.5,380,0.6932,HDM,NO,HDZ,YES
4189,More than 12 months,DWC,Recurrent,23,13.19,220.75,3808,0.7967,HDM,YES,HDZ,NO
4190,1 - 2 months,DWC,Recurrent,17,13.98,146.2,2273,0.4472,LDM,NO,LDZ,YES
4191,3 - 6 months,DWC,Recurrent,112,83.82,294.84,25506,0.7665,HDM,YES,HDZ,NO
4192,1 - 2 months,DWC,New,1,1.8,135.19,97,0.1556,HDM,NO,HDZ,YES
4193,3 - 6 months,DWC,Recurrent,24,34.59,210.85,4374,0.3504,HDM,NO,HDZ,NO
4194,1 - 2 months,DWC,Recurrent,4,3.89,197.4,721,0.4535,HDM,NO,LDZ,YES
4195,3 - 6 months,DWC,Recurrent,153,105.07,267.17,30167,0.7957,HDM,YES,HDZ,NO
4196,7-12 months,DWC,Recurrent,31,14.25,201.57,5263,0.6951,HDM,NO,HDZ,NO
4197,More than 12 months,DWC,Recurrent,280,172.36,250.88,52196,0.7395,HDM,NO,HDZ,NO
4198,1 - 2 months,DWOC,New,93,49.49,233.93,16023,0.7099,LDM,YES,HDZ,YES
4199,1 - 2 months,DWOC,Recurrent,238,180.28,299.36,55214,0.742,HDM,YES,HDZ,NO
4200,3 - 6 months,DWOC,Recurrent,252,150.36,288.08,55467,0.6743,HDM,YES,HDZ,YES
4201,1 - 2 months,DWC,New,1,0.4,78.5,75,0.6809,HDM,NO,HDZ,YES
4202,1 - 2 months,DWC,New,5,13.27,239.19,912,0.17,HDM,NO,HDZ,YES
4203,1 - 2 months,DWC,Recurrent,3,2.55,204.94,589,0.4454,HDM,NO,LDZ,NO
4204,1 - 2 months,DWC,Recurrent,3,11.27,202.24,541,0.1439,HDM,NO,HDZ,YES
4205,1 - 2 months,DWC,Recurrent,4,4.64,147.33,499,0.4503,HDM,NO,HDZ,YES
4206,1 - 2 months,DWOC,Recurrent,70,48.89,259.34,13872,0.6933,HDM,YES,HDZ,YES
4207,7-12 months,DWC,Recurrent,87,52.42,252.26,16172,0.7494,HDM,YES,HDZ,YES
4208,7-12 months,DWC,Recurrent,6,5.01,297.67,1360,0.7572,HDM,YES,HDZ,YES
4209,1 - 2 months,DWC,New,1,1.09,210.59,202,0.3742,HDM,NO,LDZ,YES
4210,3 - 6 months,DWC,Recurrent,316,204.07,271.25,63671,0.721,HDM,NO,HDZ,NO
4211,More than 12 months,DWC,Recurrent,30,19.02,230.69,5765,0.6487,HDM,YES,LDZ,NO
4212,7-12 months,DWC,Recurrent,12,8.47,258.34,2268,0.569,HDM,NO,HDZ,YES
4213,1 - 2 months,DWOC,New,23,13.84,257.17,4454,0.7133,LDM,YES,HDZ,YES
4214,1 - 2 months,DWOC,New,68,51.36,314.06,16213,0.5916,LDM,YES,HDZ,NO
4215,More than 12 months,DWC,Recurrent,2,1.94,52.25,75,0.1404,LDM,NO,HDZ,YES
4216,3 - 6 months,DWC,Recurrent,31,25.4,196.07,5621,0.5543,HDM,NO,LDZ,NO
4217,3 - 6 months,DWC,Recurrent,22,17.16,308.74,5366,0.5914,HDM,NO,HDZ,NO
4218,7-12 months,DWOC,Recurrent,295,261.17,372.52,85211,0.6928,HDM,YES,HDZ,NO
4219,More than 12 months,DWC,Reactivated,5,3.88,237.51,879,0.58,HDM,YES,HDZ,NO
4220,More than 12 months,DWC,Recurrent,203,103.17,250.87,38264,0.6887,HDM,NO,HDZ,NO
4221,1 - 2 months,DWC,New,7,5.26,63.53,426,0.3767,HDM,NO,LDZ,YES
4222,3 - 6 months,DWC,Recurrent,21,13.39,306.15,4912,0.7984,HDM,NO,HDZ,YES
4223,1 - 2 months,DWOC,New,1,3.58,104.5,75,0.0604,HDM,NO,HDZ,YES
4224,3 - 6 months,DWC,Recurrent,13,8.61,50.08,474,0.1635,HDM,NO,HDZ,YES
4225,3 - 6 months,DWC,Recurrent,33,21.43,320.24,7860,0.7481,HDM,YES,HDZ,NO
4226,7-12 months,DWC,Recurrent,99,60.95,259.84,18576,0.8012,HDM,NO,HDZ,NO
4227,3 - 6 months,DWC,Recurrent,25,18.5,274.84,5123,0.5161,HDM,NO,HDZ,YES
4228,7-12 months,DWC,Recurrent,5,3.93,422.3,1549,0.7243,HDM,NO,HDZ,YES
4229,7-12 months,DWC,Recurrent,306,241.54,368.3,83920,0.691,HDM,YES,HDZ,NO
4230,1 - 2 months,DWC,New,115,80.21,199.89,18978,0.5983,HDM,NO,HDZ,YES
4231,3 - 6 months,DWC,Recurrent,47,47.38,235.84,9633,0.4925,HDM,NO,HDZ,NO
4232,3 - 6 months,DWOC,Recurrent,295,181.86,265.42,57793,0.7576,HDM,YES,HDZ,NO
4233,1 - 2 months,DWOC,New,4,3.48,423.22,1351,0.6518,LDM,NO,LDZ,YES
4234,3 - 6 months,DWC,Recurrent,136,93.69,281.51,28259,0.648,HDM,NO,HDZ,NO
4235,More than 12 months,DWC,Recurrent,88,69.94,351.86,22597,0.8058,HDM,YES,HDZ,NO
4236,1 - 2 months,DWC,Recurrent,3,2.23,134.67,290,0.327,HDM,NO,HDZ,YES
4237,3 - 6 months,DWC,Reactivated,155,104.51,274.33,31118,0.691,HDM,NO,HDZ,NO
4238,1 - 2 months,DWOC,New,135,101.64,382.46,39700,0.6901,LDM,YES,HDZ,NO
4239,7-12 months,DWC,Reactivated,19,10.76,267.98,3788,0.7266,HDM,NO,HDZ,NO
